account_status,account_id,account_name,campaign_id,campaign_name,campaign_budget_remaining,campaign_daily_budget,campaign_end_date,campaign_lifetime_budget,campaign_start_date,campaign_buying_type,campaign_configured_status,campaign_objective,campaign_spend_cap,campaign_status,currency,data_source_name,date,platform_position,publisher_platform,spend_cap,cost,cost_eur,cost_gbp,cost_usd,reach,store_visits_point_estimate
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.18,0.1679,0.1436,0.18,16,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,0.86,0.8024,0.6859,0.86,128,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,4.13,3.8535,3.2937,4.13,528,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,65.17,60.8071,51.9738,65.17,15936,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.32,0.2986,0.2552,0.32,48,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,2.57,2.3979,2.0496,2.57,1616,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,rewarded_video,audience_network,0.0,45.79,42.7245,36.518,45.79,2960,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,7.76,7.2405,6.1887,7.76,1344,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,9.06,8.4535,7.2254,9.06,3072,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,7.6897,7.1749,6.1326,7.6897,6144,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,360.194,336.0802,287.2585,360.194,196925,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,5.6797,5.2995,4.5297,5.6797,4096,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.36,0.3359,0.2871,0.36,448,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,5.7297,5.3462,4.5695,5.7297,7732,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,15.3493,14.3217,12.2412,15.3493,26411,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,36.4484,34.0083,29.068,36.4484,20608,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.67,0.6251,0.5343,0.67,576,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,0.07,0.0653,0.0558,0.07,501,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,rewarded_video,audience_network,0.0,0.01,0.0093,0.008,0.01,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,9.3296,8.705,7.4404,9.3296,1600,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849550393030009,CLARO_CLAG_UN BUEN PLAN_CONS_TRF_FBME_01ENE22_30ABR22_5493_54934300943598001 - Lead - Copia,0.0,,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,8.7896,8.2012,7.0098,8.7896,6976,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,0.33,0.3079,0.2632,0.33,320,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,15.22,14.2011,12.1381,15.22,6592,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,242.06,225.8549,193.0454,242.06,120125,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,8.15,7.6044,6.4997,8.15,4478,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.15,0.14,0.1196,0.15,142,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,0.79,0.7371,0.63,0.79,768,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,10.95,10.2169,8.7327,10.95,9344,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,4.84,4.516,3.86,4.84,6336,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.22,0.2053,0.1755,0.22,128,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,1.5,1.3996,1.1963,1.5,2522,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,0.02,0.0187,0.016,0.02,128,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,3.66,3.415,2.9189,3.66,1969,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849761891180009,CLARO_CLAH_FIBRA OPTICA_CONV_CON_FBIGME_01MAR22_31MAR22_6509_65094300743599001,146.61,365.0,2022-06-30,,2022-03-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,18.53,17.2895,14.7779,18.53,11392,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,38.019,35.4738,30.3206,38.019,12336,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,1.9799,1.8474,1.579,1.9799,352,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,29.6492,27.6643,23.6456,29.6492,5984,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,0.18,0.1679,0.1435,0.18,26,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.05,0.0467,0.0399,0.05,14,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,0.06,0.056,0.0478,0.06,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,1.04,0.9704,0.8294,1.04,272,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,252.3134,235.4219,201.2226,252.3134,65568,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.04,0.0373,0.0319,0.04,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,0.18,0.1679,0.1435,0.18,201,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_stories,messenger,0.0,0.04,0.0373,0.0319,0.04,36,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,rewarded_video,audience_network,0.0,11.2197,10.4686,8.9478,11.2197,944,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,0.02,0.0187,0.0159,0.02,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,1.05,0.9797,0.8374,1.05,544,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850194713360009,CLARO_CLAH_TIENDA VIRTUAL HOGAR_CONV_CON_FBIGME_01ABR22_30ABR22_7416_74164300743599001,185.16,465.0,2022-06-30,,2022-04-21,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,48.4687,45.2239,38.6543,48.4687,14432,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,0.13,0.1213,0.1037,0.13,192,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,0.01,0.0093,0.008,0.01,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,179.0269,167.0417,142.7758,179.0269,115433,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,22.0545,20.5781,17.5887,22.0545,8641,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,rewarded_video,audience_network,0.0,0.4401,0.4106,0.351,0.4401,64,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,0.2501,0.2333,0.1994,0.2501,1792,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,1.9104,1.7825,1.5236,1.9104,2624,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849791896820009,CLARO_CLAP_RECARGA_EQU_CONS_TRF_FBIGME_01JUN22_30JUN22_8206_82064300943599001,0.0,,2022-06-30,,2022-03-04,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,38.728,36.1353,30.886,38.728,34371,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850533175870009,CLARO_CLVI_CLARO VIDEO BENEFICIOS_CONS_TRF_FBIGME_01JUN22_30JUN22_8070_80704300943599002,0.0,,2022-06-09,,2022-06-01,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,212.9281,198.6733,169.8124,212.9281,151559,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850533175870009,CLARO_CLVI_CLARO VIDEO BENEFICIOS_CONS_TRF_FBIGME_01JUN22_30JUN22_8070_80704300943599002,0.0,,2022-06-09,,2022-06-01,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,0.0,0.0,0.0,0.0,106,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850533175870009,CLARO_CLVI_CLARO VIDEO BENEFICIOS_CONS_TRF_FBIGME_01JUN22_30JUN22_8070_80704300943599002,0.0,,2022-06-09,,2022-06-01,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.0,0.0,0.0,0.0,45,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850533175870009,CLARO_CLVI_CLARO VIDEO BENEFICIOS_CONS_TRF_FBIGME_01JUN22_30JUN22_8070_80704300943599002,0.0,,2022-06-09,,2022-06-01,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,1.9819,1.8493,1.5806,1.9819,1696,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23850533175870009,CLARO_CLVI_CLARO VIDEO BENEFICIOS_CONS_TRF_FBIGME_01JUN22_30JUN22_8070_80704300943599002,0.0,,2022-06-09,,2022-06-01,AUCTION,ACTIVE,LINK_CLICKS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,0.0,0.0,0.0,0.0,0,
