account_name,ad_group_id,ad_group_name,ad_group_status,campaign_name,campaign_status,creative_quality_score,currency,data_source_name,date,keyword,keyword_destination_url,keyword_id,keyword_labels,keyword_status,match_type,network,network_with_search_partners,post_click_quality_score,account_id,quality_score,average_position,clicks,conversions,conversion_value,cost,cost_eur,cost_gbp,cost_usd,engagements,impressions,interactions,view_through_conversions
Prepago,137943200070,RECARGA VIBRAS_VARSEG_CPC_NA_PAQUETES_03MAR22_31MAR22_124485,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Below average,USD,Google Ads,2022-04-19,paquetes de internet claro prepago,,320390172395,,enabled,Exact,Search Network,Google search,Above average,8724931293,8,,4,0.0,0.0,0.11,0.102,0.0846,0.11,0,7,4,0.0
Tienda,134359925995,ACTIVA TU CHIP_BRAN_CPC_NA_CLARO CHIP COMPRAR_01ENE21_31DIC21_123678,enabled,CLARO_CLAG_ACTIVA TU CHIP_CONS_TRF_SEARCH_01ENE21_31DIC21_4661_46614300943634004,enabled,Average,USD,Google Ads,2022-04-19,comprar chip claro,,334229940890,,enabled,Phrase,Search Network,Google search,Above average,9464343309,9,,1,0.0,0.0,0.11,0.102,0.0846,0.11,0,2,1,0.0
Tienda,140583094731,CYBERDAY MARZO_VARSEG_CPC_NA_BRAND CYBER WOW_28MAR22_30MAR22_125667,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634002_BR,enabled,Above average,USD,Google Ads,2022-04-19,cyber days claro,,388675166287,,enabled,Exact,Search Network,Google search,Above average,9464343309,10,,1,0.0,0.0,0.11,0.102,0.0846,0.11,0,2,1,0.0
Fijos,106282700055,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO HOGAR_01AGO21_31AGO21_116602,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,triple play claro,,314325266839,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,5,1,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Above average,USD,Google Ads,2022-04-19,internet claro peru,,303595873849,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,2,1,0.0
Tienda,102686973357,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_BRAND RENOVACION_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Above average,USD,Google Ads,2022-04-19,renovacion de claro,,354169078927,,enabled,Broad,Search Network,Search partners,Above average,9464343309,10,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,6,1,0.0
Tienda,102686976437,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_GENERICS SMARTPHONES_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm  TVIRTUAL,enabled,Below average,USD,Google Ads,2022-04-19,catalogo celulares precios,,358991196869,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,2,0.0,0.0,0.15,0.1391,0.1153,0.15,0,8,2,0.0
Tienda,130652587439,TIENDA VIRTUAL HOGAR_BRAN_CPC_NA_SEARCH_MESH_01OCT21_31OCT21_109160,enabled,CLARO_CLAH_SEARCH MESH_CONS_TRF_SEARCH_01OCT21_31OCT21_3435_34354300943634001 - HOGAR TVIRTUAL,enabled,Average,USD,Google Ads,2022-04-19,mesh claro,,324327351109,,enabled,Broad,Search Network,Google search,Above average,9464343309,9,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,6,1,0.0
Tienda,134359925915,ACTIVA TU CHIP_BRAN_CPC_NA_CLARO CHIP_01ENE21_31DIC21_123679,enabled,CLARO_CLAG_ACTIVA TU CHIP_CONS_TRF_SEARCH_01ENE21_31DIC21_4661_46614300943634004,enabled,Above average,USD,Google Ads,2022-04-19,claro chip postpago,,309779775083,,enabled,Phrase,Search Network,Google search,Above average,9464343309,10,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,3,1,0.0
Tienda,140583094931,CYBERDAY MARZO_VARSEG_CPC_NA_BRAND CYBER CLARO_28MAR22_30MAR22_125665,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634002_BR,enabled,Above average,USD,Google Ads,2022-04-19,cyber claro,,302754818762,,enabled,Broad,Search Network,Search partners,Above average,9464343309,10,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,66,1,0.0
Tienda,140583095451,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER SAMSUNG_28MAR22_30MAR22_125704,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Below average,USD,Google Ads,2022-04-19,cyber samsung,,321972064492,,enabled,Phrase,Search Network,Google search,Above average,9464343309,8,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,15,1,0.0
Tienda,140583095731,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER XIAOMI_28MAR22_30MAR22_125709,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Below average,USD,Google Ads,2022-04-19,Cyber Xiaomi,,1455922861383,,enabled,Broad,Search Network,Search partners,Above average,9464343309,6,,1,0.0,0.0,0.15,0.1391,0.1153,0.15,0,6,1,0.0
Postpago,131164088293,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND CAMBIATE A CLARO_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,cambiate a claro,,298957268802,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,3,0.0,0.0,0.27,0.2504,0.2075,0.27,0,10,3,0.0
Postpago,131446401597,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_GENERICS PORTABILIDAD NUMERICA _,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Below average,USD,Google Ads,2022-04-19,portabilidad numerica,,262936857,,enabled,Broad,Search Network,Google search,Above average,5877113422,6,,2,0.0,0.0,0.27,0.2504,0.2075,0.27,0,11,2,0.0
Tienda,102686975477,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_GENERICS CUOTAS_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm  TVIRTUAL,enabled,Below average,USD,Google Ads,2022-04-19,celular en cuotas,,530483826912,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,1,0.0,0.0,0.27,0.2504,0.2075,0.27,0,13,1,0.0
Tienda,140583095651,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER WOW_28MAR22_30MAR22_125708,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Above average,USD,Google Ads,2022-04-19,cyber days,,299933185371,,enabled,Phrase,Search Network,Google search,Above average,9464343309,10,,2,0.0,0.0,0.27,0.2504,0.2075,0.27,0,23,2,0.0
Empresas,119828308217,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_MAX BRAND_CLARO EMPRESA_4_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_CLARO EMPRESA_MAX BRAND,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_MAX BRAND_6456_64564300743634001,enabled,Above average,USD,Google Ads,2022-04-19,equipos claro empresa,,402353596714,,enabled,Broad,Search Network,Search partners,Above average,9205094647,10,,1,0.0,0.0,0.19,0.1762,0.146,0.19,0,2,1,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,Above average,USD,Google Ads,2022-04-19,claro tv cable,,22888611975,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,1,0.0,0.0,0.19,0.1762,0.146,0.19,0,6,1,0.0
Tienda,102686976437,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_GENERICS SMARTPHONES_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm  TVIRTUAL,enabled,Average,USD,Google Ads,2022-04-19,catalogo de celulares,,297539102538,,enabled,Broad,Search Network,Google search,Above average,9464343309,9,,1,0.0,0.0,0.19,0.1762,0.146,0.19,0,4,1,0.0
Tienda,118687105635,ACCESORIOS_GENE_CPL_NA_RELOJES INTELIGENTES_01ENE21_31DIC21_117689,enabled,CLARO_CLAG_ACCESORIOS_CONV_CON_SEARCH_01ENE21_31DIC21_4671_46714300743634001,enabled,Below average,USD,Google Ads,2022-04-19,reloj celular,,4094712935,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,2,0.0,0.0,0.19,0.1762,0.146,0.19,0,48,2,0.0
Tienda,138209159704,TIENDA VIRTUAL HOGAR_BRAN_CPC_NA_SEARCH_OLO_01OCT21_31OCT21_109059_PORTATIL,enabled,CLARO_CLAH_SEARCH OLO_CONS_TRF_SEARCH_01OCT21_31OCT21_3434_34344300943634001 - HOGAR TVIRTUAL,enabled,Above average,USD,Google Ads,2022-04-19,portatil claro,,296176207339,,enabled,Broad,Search Network,Google search,Above average,9464343309,10,,1,0.0,0.0,0.19,0.1762,0.146,0.19,0,15,1,0.0
Fijos,121016151839,FIBRA OPTICA_BRAN_CPL_NA_FIBRA OPTICA_01AGO21_31AGO21_119073,enabled,CLARO_CLAH_FIBRA OPTICA_CONV_CON_SEARCH_01AGO21_31AGO21_4819_48194300743634001_GEN,enabled,Average,USD,Google Ads,2022-04-19,fibra optica para casa,,302945231675,,enabled,Broad,Search Network,Google search,Above average,5130185605,9,,1,0.0,0.0,0.23,0.2133,0.1768,0.23,0,3,1,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,Average,USD,Google Ads,2022-04-19,contratar tv cable claro,,298862577743,,enabled,Broad,Search Network,Google search,Above average,5130185605,9,,1,0.0,0.0,0.23,0.2133,0.1768,0.23,0,7,1,0.0
Imagen,86738875391,Comunidad Claro,enabled,Claro - Brand Puro - Search,enabled,Above average,USD,Google Ads,2022-04-19,claro consultas,,300958066473,,enabled,Broad,Search Network,Search partners,Above average,7465087050,10,,1,0.0,0.0,0.23,0.2133,0.1768,0.23,0,2,1,0.0
Fijos,122692085998,FIBRA OPTICA_GENE_CPL_NA_FIBRA OPTICA_01AGO21_31AGO21_116738,enabled,CLARO_CLAH_FIBRA OPTICA_CONV_CON_SEARCH_01AGO21_31AGO21_4523_45234300743634001_BR,enabled,Above average,USD,Google Ads,2022-04-19,fibra optica claro peru,,889955717909,,enabled,Phrase,Search Network,Search partners,Above average,5130185605,10,,1,0.0,0.0,0.08,0.0742,0.0615,0.08,0,4,1,0.0
Postpago,137075815808,CLARO MAX_BRAN_CPL_NA_CLARO INTERNACIONAL_19MAR21_31DIC21_57278,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,claro plan internacional,,654697754553,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,2,0.0,0.0,0.08,0.0742,0.0615,0.08,0,6,2,0.0
Prepago,137943199870,RECARGA VIBRAS_VARSEG_CPC_NA_RECARGA_03MAR22_31MAR22_124483,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Above average,USD,Google Ads,2022-04-19,recarga claro online,,297431785170,,enabled,Broad,Search Network,Google search,Above average,8724931293,10,,1,0.0,0.0,0.08,0.0742,0.0615,0.08,0,1,1,0.0
Prepago,137943199870,RECARGA VIBRAS_VARSEG_CPC_NA_RECARGA_03MAR22_31MAR22_124483,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Above average,USD,Google Ads,2022-04-19,recarga claro online,,309302443101,,enabled,Exact,Search Network,Google search,Above average,8724931293,10,,1,0.0,0.0,0.08,0.0742,0.0615,0.08,0,4,1,0.0
Prepago,137943199910,RECARGA VIBRAS_VARSEG_CPC_NA_COMPRAR_03MAR22_31MAR22_124484,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Above average,USD,Google Ads,2022-04-19,comprar saldo claro,,373566224524,,enabled,Exact,Search Network,Google search,Above average,8724931293,10,,1,0.0,0.0,0.08,0.0742,0.0615,0.08,0,3,1,0.0
Prepago,137943200070,RECARGA VIBRAS_VARSEG_CPC_NA_PAQUETES_03MAR22_31MAR22_124485,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Above average,USD,Google Ads,2022-04-19,paquetes claro,,369182763117,,enabled,Exact,Search Network,Google search,Above average,8724931293,10,,2,0.0,0.0,0.08,0.0742,0.0615,0.08,0,5,2,0.0
Tienda,128616527426,claro motorola,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_MARCAS POSTPAGO_pacingtm  TVIRTUAL,enabled,Below average,USD,Google Ads,2022-04-19,moto g60 claro,,1646299132765,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,2,0.0,0.0,0.08,0.0742,0.0615,0.08,0,7,2,0.0
Fijos,106282706615,AON FIJOS_GENE_CPL_NA_TV CABLE_01AGO21_31AGO21_116669,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634001_GENERICO,enabled,Average,USD,Google Ads,2022-04-19,tv cable más internet,,850342350467,,enabled,Broad,Search Network,Search partners,Above average,5130185605,7,,1,0.0,0.0,0.16,0.1484,0.123,0.16,0,17,1,0.0
Prepago,137943199870,RECARGA VIBRAS_VARSEG_CPC_NA_RECARGA_03MAR22_31MAR22_124483,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Average,USD,Google Ads,2022-04-19,recarga claro en linea,,296489266049,,enabled,Broad,Search Network,Google search,Above average,8724931293,9,,2,0.0,0.0,0.16,0.1484,0.123,0.16,0,11,2,0.0
Tienda,102686973517,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_BRAND RENOVACION EQUIPOS_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Above average,USD,Google Ads,2022-04-19,renovacion equipos claro,,359030315889,,enabled,Broad,Search Network,Search partners,Above average,9464343309,10,,1,0.0,0.0,0.16,0.1484,0.123,0.16,0,1,1,0.0
Fijos,106282700775,AON FIJOS_BRAN_CPL_NA_3 PLAY_01AGO21_31AGO21_116600,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,claro fijo peru,,298396795828,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,0.0,0.0,0.1,0.0927,0.0769,0.1,0,4,1,0.0
Fijos,106282701015,AON FIJOS_BRAN_CPL_NA_CABLE CLARO_01AGO21_31AGO21_116601,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,tarifas de claro hogar,,304979268377,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,1.0,18.74,0.1,0.0927,0.0769,0.1,0,3,1,0.0
Postpago,137075815648,CLARO MAX_BRAN_CPL_NA_CLARO ILIMITADO_19MAR21_31DIC21_57276,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,claro ilimitado,,5342858489,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,2,0.0,0.0,0.1,0.0927,0.0769,0.1,0,4,2,0.0
Postpago,137075815848,CLARO MAX_BRAN_CPL_NA_CLARO MAX_19MAR21_31DIC21_57280,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,planes de claro max,,1211936851103,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,1,0.0,0.0,0.1,0.0927,0.0769,0.1,0,11,1,0.0
Prepago,137943199910,RECARGA VIBRAS_VARSEG_CPC_NA_COMPRAR_03MAR22_31MAR22_124484,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Above average,USD,Google Ads,2022-04-19,comprar megas claro,,306366848303,,enabled,Exact,Search Network,Google search,Above average,8724931293,10,,3,0.0,0.0,0.1,0.0927,0.0769,0.1,0,10,3,0.0
Prepago,137943200070,RECARGA VIBRAS_VARSEG_CPC_NA_PAQUETES_03MAR22_31MAR22_124485,enabled,CLARO_CLAP_RECARGA VIBRAS_CONS_TRF_SEARCH_03MAR22_31MAR22_6578_65784300943634001,enabled,Below average,USD,Google Ads,2022-04-19,paquetes de internet claro prepago,,373877704284,,enabled,Phrase,Search Network,Google search,Above average,8724931293,8,,2,0.0,0.0,0.1,0.0927,0.0769,0.1,0,2,2,0.0
Tienda,102686972637,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_BRAND COMPRAR EQUIPOS_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Average,USD,Google Ads,2022-04-19,comprar equipos claro,,361375407517,,enabled,Broad,Search Network,Search partners,Above average,9464343309,9,,1,0.0,0.0,0.1,0.0927,0.0769,0.1,0,4,1,0.0
Tienda,128783619823,samsung,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO MARCAS_pacingtm  TVIRTUAL,enabled,Below average,USD,Google Ads,2022-04-19,comprar celular samsung,,295075252020,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,2,0.0,0.0,0.1,0.0927,0.0769,0.1,0,42,2,0.0
Fijos,106282700095,AON FIJOS_BRAN_CPL_NA_INTERNET FIJO CLARO_01AGO21_31AGO21_116603,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,television claro,,297217198762,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,0.0,0.0,0.2,0.1855,0.1537,0.2,0,3,1,0.0
Fijos,106282706575,AON FIJOS_GENE_CPL_NA_TELEVISION CABLE_01AGO21_31AGO21_116661,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634001_GENERICO,enabled,Average,USD,Google Ads,2022-04-19,servicio cable,,298238397295,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,2,0.0,0.0,0.2,0.1855,0.1537,0.2,0,51,2,0.0
Tienda,134359925915,ACTIVA TU CHIP_BRAN_CPC_NA_CLARO CHIP_01ENE21_31DIC21_123679,enabled,CLARO_CLAG_ACTIVA TU CHIP_CONS_TRF_SEARCH_01ENE21_31DIC21_4661_46614300943634004,enabled,Above average,USD,Google Ads,2022-04-19,claro chip,,298599760777,,enabled,Broad,Search Network,Google search,Above average,9464343309,10,,3,0.0,0.0,0.2,0.1855,0.1537,0.2,0,2,3,0.0
Fijos,125918128723,AON FIJOS_GENE_CPL_NA_INTERNET PROMOCIONES_01AGO21_31AGO21_116677,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,promociones de internet,,298794984223,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,1,0.0,0.0,0.4,0.371,0.3075,0.4,0,1,1,0.0
Tienda,140583094971,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER CELULARES_28MAR22_30MAR22_125699,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Above average,USD,Google Ads,2022-04-19,cyber celulares,,375464919332,,enabled,Phrase,Search Network,Google search,Above average,9464343309,10,,3,0.0,0.0,0.4,0.371,0.3075,0.4,0,23,3,0.0
Empresas,119828308297,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_MAX BRAND_CLARO MAX PLANES_6_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_CLARO MAX PLANES_MAX BRAND,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_MAX BRAND_6456_64564300743634001,enabled,Above average,USD,Google Ads,2022-04-19,max negocios ilimitado,,1255420715716,,enabled,Broad,Search Network,Google search,Above average,9205094647,10,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,1,1,0.0
Tienda,102686973037,AON POSTPAGO_ABI_LEA_MBDS_ATEX_15JUN20_31DIC20_BRAND MIGRAR_,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_15JUN20_31DIC21_POSTPAGO SEARCH_pacingtm TVIRTUAL,enabled,Above average,USD,Google Ads,2022-04-19,claro portabilidad,,15186513573,,enabled,Broad,Search Network,Search partners,Above average,9464343309,10,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,6,1,0.0
Tienda,118687105635,ACCESORIOS_GENE_CPL_NA_RELOJES INTELIGENTES_01ENE21_31DIC21_117689,enabled,CLARO_CLAG_ACCESORIOS_CONV_CON_SEARCH_01ENE21_31DIC21_4671_46714300743634001,enabled,Below average,USD,Google Ads,2022-04-19,relojes smartwatch,,299657127356,,enabled,Broad,Search Network,Google search,Above average,9464343309,8,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,27,1,0.0
Tienda,128783619983,xiaomi,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO MARCAS_pacingtm  TVIRTUAL,enabled,Below average,USD,Google Ads,2022-04-19,xiaomi redmi note 10 s,,909950067081,,enabled,Broad,Search Network,Google search,Above average,9464343309,5,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,31,1,0.0
Tienda,140583095251,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER_28MAR22_30MAR22_125711,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Above average,USD,Google Ads,2022-04-19,cyber,,12650511,,enabled,Exact,Search Network,Google search,Above average,9464343309,7,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,60,1,0.0
Tienda,140583095731,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER XIAOMI_28MAR22_30MAR22_125709,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,Below average,USD,Google Ads,2022-04-19,cyber xiaomi,,826919437389,,enabled,Exact,Search Network,Google search,Above average,9464343309,6,,1,0.0,0.0,0.13,0.1206,0.0999,0.13,0,4,1,0.0
Empresas,121645639573,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_HFC GENERIC_INTERNET EMPRESA_10_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_INTERNET EMPRESA_HFC GENERIC,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_HFC GENERIC_6456_64564300743634001,enabled,Above average,USD,Google Ads,2022-04-19,internet empresa,,296538446841,,enabled,Broad,Search Network,Google search,Above average,9205094647,10,,2,0.0,0.0,0.52,0.4823,0.3997,0.52,0,24,2,0.0
Fijos,106282701015,AON FIJOS_BRAN_CPL_NA_CABLE CLARO_01AGO21_31AGO21_116601,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,Below average,USD,Google Ads,2022-04-19,claro 2 play,,403606617065,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,3,0.0,0.0,0.52,0.4823,0.3997,0.52,0,11,3,0.0
Fijos,125918129483,AON FIJOS_GENE_CPL_NA_PLANES INTERNET_01AGO21_31AGO21_116676,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,plan internet,,753079466,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,1,0.0,0.0,0.52,0.4823,0.3997,0.52,0,16,1,0.0
Tienda,132369051558,AON PREPAGO_GENE_CPL_NA_GENERICS EQUIPO PREPAGO_01ENE21_31DIC21_117794,enabled,CLARO_CLAT_AON PREPAGO_CONV_CON_SEARCH_01ENE21_31DIC21_4675_46754300743634001_pacing - Migracion TVIRTUAL,enabled,Above average,USD,Google Ads,2022-04-19,equipos prepago,,296631961439,,enabled,Broad,Search Network,Google search,Above average,9464343309,10,,3,0.0,0.0,0.52,0.4823,0.3997,0.52,0,20,3,0.0
